population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,164,Nepal,3,Both,16,55-59 years,493,Ischemic heart disease,2,Percent,2023,0.15957875507950572,0.20198162612948284,0.12212991976260212
1,All Population,1,Deaths,164,Nepal,3,Both,16,55-59 years,493,Ischemic heart disease,3,Rate,2023,131.9867849835306,175.3359037978832,93.64314088578988
1,All Population,1,Deaths,164,Nepal,3,Both,17,60-64 years,493,Ischemic heart disease,1,Number,2023,2296.814539241235,3026.45917185381,1644.573164497883
1,All Population,1,Deaths,164,Nepal,3,Both,17,60-64 years,493,Ischemic heart disease,2,Percent,2023,0.1596260462847524,0.1963600881688531,0.12019146435789815
1,All Population,1,Deaths,164,Nepal,3,Both,17,60-64 years,493,Ischemic heart disease,3,Rate,2023,228.60202893834614,301.22358395267094,163.68442280323177
1,All Population,1,Deaths,164,Nepal,3,Both,18,65-69 years,493,Ischemic heart disease,1,Number,2023,2340.4050585501013,3136.444282714799,1574.2462300506622
1,All Population,1,Deaths,164,Nepal,3,Both,18,65-69 years,493,Ischemic heart disease,2,Percent,2023,0.14559944054667154,0.1831354147661617,0.10770264144382445
1,All Population,1,Deaths,164,Nepal,3,Both,18,65-69 years,493,Ischemic heart disease,3,Rate,2023,287.6009552581439,385.4223304326407,193.45143607516707
1,All Population,1,Deaths,164,Nepal,3,Both,22,All ages,493,Ischemic heart disease,1,Number,2023,20405.01708076707,25652.362110289676,15426.749654323185
1,All Population,1,Deaths,164,Nepal,3,Both,22,All ages,493,Ischemic heart disease,2,Percent,2023,0.11339469318210109,0.14397228717903354,0.08634897846520363
1,All Population,1,Deaths,164,Nepal,3,Both,22,All ages,493,Ischemic heart disease,3,Rate,2023,65.6879331802659,82.58021257943238,49.661869748544106
1,All Population,1,Deaths,164,Nepal,3,Both,9,20-24 years,494,Stroke,1,Number,2023,72.84031308985337,106.71797532946006,44.769715346891196
1,All Population,1,Deaths,164,Nepal,3,Both,9,20-24 years,494,Stroke,2,Percent,2023,0.01853245408131049,0.026539409669427843,0.011360831635657544
1,All Population,1,Deaths,164,Nepal,3,Both,9,20-24 years,494,Stroke,3,Rate,2023,2.522958209006902,3.696373347186547,1.5506814298012077
1,All Population,1,Deaths,164,Nepal,3,Both,10,25-29 years,494,Stroke,1,Number,2023,91.51583669506158,143.77995777595618,54.58921538585598
1,All Population,1,Deaths,164,Nepal,3,Both,10,25-29 years,494,Stroke,2,Percent,2023,0.022660848324476925,0.03320352508477003,0.01390913191806704
1,All Population,1,Deaths,164,Nepal,3,Both,10,25-29 years,494,Stroke,3,Rate,2023,3.4329341313621047,5.393461309866571,2.0477459144783725
1,All Population,1,Deaths,164,Nepal,3,Both,11,30-34 years,494,Stroke,1,Number,2023,146.823916811953,218.83091918734712,87.91353975737648
1,All Population,1,Deaths,164,Nepal,3,Both,11,30-34 years,494,Stroke,2,Percent,2023,0.03746192967555057,0.05382037802065365,0.024005666823607146
1,All Population,1,Deaths,164,Nepal,3,Both,11,30-34 years,494,Stroke,3,Rate,2023,6.1641291219012615,9.187209216484632,3.6908864876689593
1,All Population,1,Deaths,164,Nepal,3,Both,12,35-39 years,494,Stroke,1,Number,2023,271.3762641160283,409.0111164777978,157.16813518796164
1,All Population,1,Deaths,164,Nepal,3,Both,12,35-39 years,494,Stroke,2,Percent,2023,0.054388725454113954,0.074202508608534,0.035533144884187705
1,All Population,1,Deaths,164,Nepal,3,Both,12,35-39 years,494,Stroke,3,Rate,2023,12.522700778747756,18.873882885509474,7.252548542974703
1,All Population,1,Deaths,164,Nepal,3,Both,13,40-44 years,494,Stroke,1,Number,2023,382.8654236668124,562.3015465889955,244.22813189925535
1,All Population,1,Deaths,164,Nepal,3,Both,13,40-44 years,494,Stroke,2,Percent,2023,0.06901678139756355,0.09427057007437224,0.0455850830203775
1,All Population,1,Deaths,164,Nepal,3,Both,13,40-44 years,494,Stroke,3,Rate,2023,20.13827020161192,29.576398859793517,12.846111993916397
1,All Population,1,Deaths,164,Nepal,3,Both,14,45-49 years,494,Stroke,1,Number,2023,567.5755265015314,799.5590831054911,379.73264370808545
1,All Population,1,Deaths,164,Nepal,3,Both,14,45-49 years,494,Stroke,2,Percent,2023,0.08515617268282526,0.1111206035035703,0.058935790834597095
1,All Population,1,Deaths,164,Nepal,3,Both,14,45-49 years,494,Stroke,3,Rate,2023,35.01828932913382,49.331216729003,23.42875434931344
1,All Population,1,Deaths,164,Nepal,3,Both,15,50-54 years,494,Stroke,1,Number,2023,837.2754139446846,1159.730676977062,561.5056637505443
1,All Population,1,Deaths,164,Nepal,3,Both,15,50-54 years,494,Stroke,2,Percent,2023,0.09502355222664755,0.12308019104810733,0.06723009515492613
1,All Population,1,Deaths,164,Nepal,3,Both,15,50-54 years,494,Stroke,3,Rate,2023,58.7966253600596,81.4406454520514,39.43103738535609
1,All Population,1,Deaths,164,Nepal,3,Both,16,55-59 years,494,Stroke,1,Number,2023,1070.0219456810128,1486.0666032422296,702.7065326084621
1,All Population,1,Deaths,164,Nepal,3,Both,16,55-59 years,494,Stroke,2,Percent,2023,0.10514015720409119,0.13526909113295196,0.0741967898720989
1,All Population,1,Deaths,164,Nepal,3,Both,16,55-59 years,494,Stroke,3,Rate,2023,87.19127486367499,121.09288243294411,57.260394219456224
1,All Population,1,Deaths,164,Nepal,3,Both,17,60-64 years,494,Stroke,1,Number,2023,1831.5031847581292,2476.8862557787534,1252.9808055295475
1,All Population,1,Deaths,164,Nepal,3,Both,17,60-64 years,494,Stroke,2,Percent,2023,0.1270832847137736,0.16064533629346403,0.09307357640434136
1,All Population,1,Deaths,164,Nepal,3,Both,17,60-64 years,494,Stroke,3,Rate,2023,182.2895740554943,246.5245729886316,124.70922204257846
